stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
9152_50,,西勝山公園前,,38.297789,140.837867,9152_50,,0,,,,
9155_10,,中山八丁目,,38.298253,140.834952,9155_10,,0,,,,
9155_50,,中山八丁目,,38.298392,140.833945,9155_50,,0,,,,
9157_10,,中山九丁目,,38.299436,140.830259,9157_10,,0,,,,
9157_50,,中山九丁目,,38.299326,140.830365,9157_50,,0,,,,
9159_10,,南中山・仙台大観音前,,38.300687,140.826198,9159_10,,0,,,,
9159_50,,南中山・仙台大観音前,,38.300576,140.826007,9159_50,,0,,,,
9161_10,,仙台大観音前,,38.299257,140.824463,9161_10,,0,,,,
9161_50,,仙台大観音前,,38.299692,140.825315,9161_50,,0,,,,
9163_10,,中山吉成一丁目,,38.299404,140.822410,9163_10,,0,,,,
9163_50,,中山吉成一丁目,,38.299269,140.822400,9163_50,,0,,,,
9165_10,,中山吉成,,38.301531,140.818862,9165_10,,0,,,,
9165_50,,中山吉成,,38.301343,140.818870,9165_50,,0,,,,
9167_10,,中山台入口,,38.303535,140.815432,9167_10,,0,,,,
9167_50,,中山台入口,,38.303403,140.815356,9167_50,,0,,,,
9170_0,,聖和短大前,,38.306588,140.812188,9170_0,,0,,,,
9170_10,,聖和短大前,,38.307890,140.812775,9170_10,,0,,,,
9170_11,,聖和短大前,,38.307153,140.812393,9170_11,,0,,,,
9170_50,,聖和短大前,,38.307608,140.812694,9170_50,,0,,,,
9172_10,,西中山中央,,38.308499,140.807702,9172_10,,0,,,,
9172_50,,西中山中央,,38.308427,140.807741,9172_50,,0,,,,
9173_0,,西中山,,38.305882,140.806887,9173_0,,0,,,,
9173_10,,西中山,,38.305797,140.806801,9173_10,,0,,,,
9174_10,,北中山二丁目東,,38.317080,140.817052,9174_10,,0,,,,
9174_50,,北中山二丁目東,,38.317057,140.817647,9174_50,,0,,,,
9181_10,,札原,,38.308025,140.802688,9181_10,,0,,,,
9181_50,,札原,,38.307961,140.802552,9181_50,,0,,,,
9182_10,,泉ビレジ一丁目南,,38.309043,140.795095,9182_10,,0,,,,
9182_50,,泉ビレジ一丁目南,,38.308966,140.795213,9182_50,,0,,,,
9183_10,,泉ビレジ一丁目西,,38.312148,140.794023,9183_10,,0,,,,
9183_50,,泉ビレジ一丁目西,,38.312156,140.793930,9183_50,,0,,,,
9185_10,,泉ビレジ一丁目,,38.309569,140.797820,9185_10,,0,,,,
9185_50,,泉ビレジ一丁目,,38.309475,140.797737,9185_50,,0,,,,
9189_10,,泉ビレジ二丁目,,38.312326,140.797799,9189_10,,0,,,,
9189_50,,泉ビレジ二丁目,,38.313133,140.797627,9189_50,,0,,,,
9191_10,,泉ビレジ三丁目,,38.315939,140.797831,9191_10,,0,,,,
9191_50,,泉ビレジ三丁目,,38.317018,140.797853,9191_50,,0,,,,
9193_10,,泉ビレジ五丁目,,38.319844,140.800430,9193_10,,0,,,,
9193_50,,泉ビレジ五丁目,,38.318902,140.799420,9193_50,,0,,,,
9195_0,,泉ビレジ四丁目,,38.321999,140.800934,9195_0,,0,,,,
9195_10,,泉ビレジ四丁目,,38.322053,140.801046,9195_10,,0,,,,
9195_50,,泉ビレジ四丁目,,38.321941,140.800860,9195_50,,0,,,,
9201_10,,西勝山西,,38.300641,140.837470,9201_10,,0,,,,
9203_10,,西勝山,,38.302586,140.840665,9203_10,,0,,,,
9205_10,,西勝山中央,,38.299488,140.841351,9205_10,,0,,,,
9207_0,,西勝山入口,,38.299298,140.837420,9207_0,,0,,,,
9207_10,,西勝山入口,,38.299294,140.837413,9207_10,,0,,,,
9209_10,,川平北公園前,,38.300798,140.835193,9209_10,,0,,,,
9209_50,,川平北公園前,,38.300662,140.835399,9209_50,,0,,,,
9211_10,,川平四丁目,,38.303381,140.836154,9211_10,,0,,,,
9211_50,,川平四丁目,,38.303467,140.836069,9211_50,,0,,,,
9221_10,,南中山入口,,38.303571,140.826925,9221_10,,0,,,,
9221_50,,南中山入口,,38.303811,140.826831,9221_50,,0,,,,
9223_10,,南中山中学校前,,38.308800,140.825964,9223_10,,0,,,,
9223_50,,南中山中学校前,,38.308711,140.825929,9223_50,,0,,,,
9225_10,,南中山小学校入口,,38.310512,140.824182,9225_10,,0,,,,
9225_50,,南中山小学校入口,,38.310491,140.823977,9225_50,,0,,,,
9227_10,,南中山児童センター前,,38.312349,140.821075,9227_10,,0,,,,
9227_50,,南中山児童センター前,,38.312692,140.820944,9227_50,,0,,,,
9229_10,,北中山一丁目,,38.315919,140.820210,9229_10,,0,,,,
9229_50,,北中山一丁目,,38.315908,140.820082,9229_50,,0,,,,
9231_10,,北中山二丁目,,38.316759,140.814512,9231_10,,0,,,,
9231_11,,北中山二丁目,,38.316075,140.813881,9231_11,,0,,,,
9231_50,,北中山二丁目,,38.316602,140.814323,9231_50,,0,,,,
9231_51,,北中山二丁目,,38.316932,140.813577,9231_51,,0,,,,
9232_10,,北中山三丁目,,38.315502,140.811160,9232_10,,0,,,,
9232_50,,北中山三丁目,,38.315056,140.810972,9232_50,,0,,,,
9233_10,,北中山四丁目,,38.312076,140.808854,9233_10,,0,,,,
9233_50,,北中山四丁目,,38.311134,140.808668,9233_50,,0,,,,
9234_10,,川平五丁目北,,38.308156,140.831275,9234_10,,0,,,,
9234_50,,川平五丁目北,,38.308027,140.831191,9234_50,,0,,,,
9235_10,,長命ケ丘三丁目西,,38.310337,140.830010,9235_10,,0,,,,
9235_50,,長命ケ丘三丁目西,,38.310009,140.829994,9235_50,,0,,,,
9237_10,,南中山三丁目,,38.310393,140.827733,9237_10,,0,,,,
9237_50,,南中山三丁目,,38.310372,140.827912,9237_50,,0,,,,
9239_10,,長命ケ丘六丁目南,,38.311326,140.831224,9239_10,,0,,,,
9239_50,,長命ケ丘六丁目南,,38.311261,140.831317,9239_50,,0,,,,
9241_11,,南中山一丁目,,38.299838,140.828289,9241_11,,0,,,,
9241_51,,南中山一丁目,,38.299762,140.828213,9241_51,,0,,,,
9242_10,,北環状線・南中山一丁目,,38.300561,140.829742,9242_10,,0,,,,
9242_50,,北環状線・南中山一丁目,,38.300460,140.829896,9242_50,,0,,,,
9243_10,,光明支援学校前,,38.312016,140.814656,9243_10,,0,,,,
9243_50,,光明支援学校前,,38.312099,140.814696,9243_50,,0,,,,
9250_10,,南中山五丁目,,38.311270,140.813061,9250_10,,0,,,,
9250_50,,南中山五丁目,,38.310876,140.812650,9250_50,,0,,,,
9251_10,,水泉荘前,,38.316246,140.806106,9251_10,,0,,,,
9251_50,,水泉荘前,,38.316012,140.805790,9251_50,,0,,,,
9252_10,,道祖神,,38.320003,140.810048,9252_10,,0,,,,
9252_50,,道祖神,,38.319774,140.809807,9252_50,,0,,,,
9253_10,,二ノ関屋敷,,38.322423,140.812261,9253_10,,0,,,,
9256_10,,熊野神社前,,38.324402,140.822008,9256_10,,0,,,,
9258_10,,中山大橋,,38.316951,140.825172,9258_10,,0,,,,
9258_50,,中山大橋,,38.317017,140.825315,9258_50,,0,,,,
9260_0,,市営バス実沢営業所前,,38.323518,140.818438,9260_0,,0,,,,
9260_10,,市営バス実沢営業所前,,38.323512,140.818294,9260_10,,0,,,,
9301_0,,地下鉄北仙台駅,,38.282534,140.868235,9301_0,,0,,,,
9301_50,,地下鉄北仙台駅,,38.282540,140.868213,9301_50,,0,,,,
9301_51,,地下鉄北仙台駅,,38.282593,140.868095,9301_51,,0,,,,
9301_52,,地下鉄北仙台駅,,38.282713,140.868215,9301_52,,0,,,,
9311_10,,北仙台駅,,38.281486,140.869188,9311_10,,0,,,,
9311_50,,北仙台駅,,38.281237,140.869076,9311_50,,0,,,,
9313_10,,葉山町,,38.283246,140.866601,9313_10,,0,,,,
9313_50,,葉山町,,38.283041,140.866951,9313_50,,0,,,,
9315_10,,長生園前,,38.284942,140.864893,9315_10,,0,,,,
9315_50,,長生園前,,38.285189,140.864618,9315_50,,0,,,,
9317_10,,こまくさ苑前,,38.287574,140.861063,9317_10,,0,,,,
9317_50,,こまくさ苑前,,38.287198,140.862162,9317_50,,0,,,,
9319_10,,荒巻小学校前,,38.288318,140.858483,9319_10,,0,,,,
9319_50,,荒巻小学校前,,38.288118,140.858521,9319_50,,0,,,,
9321_10,,本沢三丁目,,38.290818,140.857056,9321_10,,0,,,,
9321_50,,本沢三丁目,,38.290756,140.856942,9321_50,,0,,,,
9322_10,,本沢三丁目西,,38.289962,140.855956,9322_10,,0,,,,
9323_10,,共済団地入口,,38.292289,140.856233,9323_10,,0,,,,
9323_50,,共済団地入口,,38.292581,140.856077,9323_50,,0,,,,
9340_10,,水の森三丁目西,,38.294561,140.855050,9340_10,,0,,,,
9341_10,,滝道入口,,38.293711,140.855287,9341_10,,0,,,,
9341_50,,滝道入口,,38.293972,140.854059,9341_50,,0,,,,
9343_10,,桜ケ丘団地入口,,38.295501,140.852011,9343_10,,0,,,,
9343_50,,桜ケ丘団地入口,,38.295341,140.852026,9343_50,,0,,,,
9345_10,,桜ケ丘四丁目,,38.298908,140.850331,9345_10,,0,,,,
9345_50,,桜ケ丘四丁目,,38.299282,140.850143,9345_50,,0,,,,
9347_10,,桜ケ丘ロータリー,,38.300617,140.850276,9347_10,,0,,,,
9347_50,,桜ケ丘ロータリー,,38.300732,140.850264,9347_50,,0,,,,
9349_10,,桜ケ丘五丁目,,38.301472,140.848745,9349_10,,0,,,,
9349_50,,桜ケ丘五丁目,,38.301408,140.848460,9349_50,,0,,,,
9351_10,,桜ケ丘六丁目,,38.302345,140.848178,9351_10,,0,,,,
9351_50,,桜ケ丘六丁目,,38.302390,140.848069,9351_50,,0,,,,
9353_0,,桜ケ丘七丁目,,38.304891,140.846185,9353_0,,0,,,,
9353_10,,桜ケ丘七丁目,,38.304890,140.846254,9353_10,,0,,,,
9355_10,,桜丘小学校前,,38.304364,140.848709,9355_10,,0,,,,
9355_50,,桜丘小学校前,,38.304381,140.848602,9355_50,,0,,,,
9371_0,,宮城学院前,,38.304962,140.851015,9371_0,,0,,,,
9371_12,,宮城学院前,,38.304933,140.851722,9371_12,,0,,,,
9401_10,,桜ケ丘県営住宅前,,38.295732,140.848244,9401_10,,0,,,,
9401_50,,桜ケ丘県営住宅前,,38.295868,140.846327,9401_50,,0,,,,
9413_10,,桜ケ丘一丁目,,38.297270,140.845199,9413_10,,0,,,,
9413_50,,桜ケ丘一丁目,,38.298569,140.844999,9413_50,,0,,,,
9415_0,,仙台大明成高校前,,38.301179,140.844405,9415_0,,0,,,,
9415_10,,仙台大明成高校前,,38.301800,140.844439,9415_10,,0,,,,
9415_50,,仙台大明成高校前,,38.301669,140.844268,9415_50,,0,,,,
9415_51,,仙台大明成高校前,,38.301543,140.844694,9415_51,,0,,,,
9417_10,,川平団地入口,,38.304464,140.839010,9417_10,,0,,,,
9417_50,,川平団地入口,,38.304299,140.839347,9417_50,,0,,,,
9419_10,,川平小学校前,,38.304622,140.836783,9419_10,,0,,,,
9419_50,,川平小学校前,,38.304482,140.836813,9419_50,,0,,,,
9421_10,,川平団地,,38.306037,140.833771,9421_10,,0,,,,
9421_11,,川平団地,,38.306055,140.832802,9421_11,,0,,,,
9421_12,,川平団地,,38.306762,140.833720,9421_12,,0,,,,
9421_50,,川平団地,,38.305750,140.833865,9421_50,,0,,,,
9421_52,,川平団地,,38.306875,140.832532,9421_52,,0,,,,
9423_10,,川平市営住宅前,,38.307101,140.835901,9423_10,,0,,,,
9423_50,,川平市営住宅前,,38.307274,140.835965,9423_50,,0,,,,
9425_10,,川平市営住宅東,,38.307613,140.839778,9425_10,,0,,,,
9425_50,,川平市営住宅東,,38.308005,140.840572,9425_50,,0,,,,
9426_10,,泉館山高校入口,,38.309386,140.843095,9426_10,,0,,,,
9426_50,,泉館山高校入口,,38.309436,140.842916,9426_50,,0,,,,
9427_10,,泉館山高校前,,38.310235,140.842789,9427_10,,0,,,,
9427_50,,泉館山高校前,,38.310185,140.842964,9427_50,,0,,,,
9429_10,,長命ケ丘市民センター前,,38.311099,140.839883,9429_10,,0,,,,
9429_50,,長命ケ丘市民センター前,,38.311142,140.839544,9429_50,,0,,,,
9433_10,,下原,,38.286554,140.780066,9433_10,,0,,,,
9433_50,,下原,,38.286430,140.780130,9433_50,,0,,,,
9435_10,,小坂南,,38.287037,140.775157,9435_10,,0,,,,
9435_50,,小坂南,,38.286941,140.775049,9435_50,,0,,,,
9437_10,,みやぎ台入口,,38.304274,140.775740,9437_10,,0,,,,
9437_11,,みやぎ台入口,,38.305349,140.775628,9437_11,,0,,,,
9437_50,,みやぎ台入口,,38.304534,140.775793,9437_50,,0,,,,
9437_51,,みやぎ台入口,,38.305418,140.775728,9437_51,,0,,,,
9439_10,,平沢,,38.321814,140.787468,9439_10,,0,,,,
9439_50,,平沢,,38.321794,140.787612,9439_50,,0,,,,
9441_10,,塩野沢,,38.314103,140.781122,9441_10,,0,,,,
9441_50,,塩野沢,,38.314291,140.781178,9441_50,,0,,,,
9450_10,,川平小学校入口,,38.304740,140.844475,9450_10,,0,,,,
9450_50,,川平小学校入口,,38.304882,140.844391,9450_50,,0,,,,
95_10,,北仙台,,38.279449,140.868878,95_10,,0,,,,
95_50,,北仙台,,38.279592,140.868814,95_50,,0,,,,
9501_10,,東北医科薬科大学病院入口,,38.269577,140.969280,9501_10,,0,,,,
9501_50,,東北医科薬科大学病院入口,,38.269860,140.969146,9501_50,,0,,,,
9502_10,,高砂市民センター前,,38.269481,140.974075,9502_10,,0,,,,
9502_50,,高砂市民センター前,,38.269511,140.973834,9502_50,,0,,,,
9503_10,,高砂二丁目,,38.268656,140.971306,9503_10,,0,,,,
9503_50,,高砂二丁目,,38.268705,140.971608,9503_50,,0,,,,
9504_10,,白鳥一丁目・軽自動車検査協会前,,38.266222,140.977344,9504_10,,0,,,,
9504_50,,白鳥一丁目・軽自動車検査協会前,,38.266298,140.977696,9504_50,,0,,,,
9505_10,,白鳥二丁目,,38.265309,140.980232,9505_10,,0,,,,
9505_50,,白鳥二丁目,,38.265225,140.981069,9505_50,,0,,,,
9506_10,,福室三丁目,,38.278001,140.970691,9506_10,,0,,,,
9506_50,,福室三丁目,,38.277885,140.970478,9506_50,,0,,,,
9507_10,,福室六丁目,,38.280348,140.969356,9507_10,,0,,,,
9507_50,,福室六丁目,,38.280423,140.969170,9507_50,,0,,,,
9508_10,,高砂市営住宅東,,38.281111,140.974628,9508_10,,0,,,,
9508_50,,高砂市営住宅東,,38.281084,140.974669,9508_50,,0,,,,
9509_10,,中野新町,,38.262193,140.989740,9509_10,,0,,,,
9509_50,,中野新町,,38.262260,140.989190,9509_50,,0,,,,
9512_10,,蒲生一丁目,,38.260639,140.994828,9512_10,,0,,,,
9512_50,,蒲生一丁目,,38.260707,140.994976,9512_50,,0,,,,
9515_10,,蒲生三丁目,,38.259025,140.999458,9515_10,,0,,,,
9515_50,,蒲生三丁目,,38.259160,140.999629,9515_50,,0,,,,
9518_0,,蒲生・なかの伝承の丘,,38.257863,141.003513,9518_0,,0,,,,
9518_10,,蒲生・なかの伝承の丘,,38.257795,141.004608,9518_10,,0,,,,
